name,time,host,summaries_0_epoch,summaries_0_humidityAvg,summaries_0_humidityHigh,summaries_0_humidityLow,summaries_0_lat,summaries_0_lon,summaries_0_metric_heatindexAvg,summaries_0_metric_heatindexHigh,summaries_0_metric_heatindexLow,summaries_0_metric_pressureMax,summaries_0_metric_pressureMin,summaries_0_metric_pressureTrend,summaries_0_metric_tempAvg,summaries_0_metric_tempHigh,summaries_0_metric_tempLow,summaries_0_qcStatus,summaries_1_epoch,summaries_1_humidityAvg,summaries_1_humidityHigh,summaries_1_humidityLow,summaries_1_lat,summaries_1_lon,summaries_1_metric_heatindexAvg,summaries_1_metric_heatindexHigh,summaries_1_metric_heatindexLow,summaries_1_metric_pressureMax,summaries_1_metric_pressureMin,summaries_1_metric_pressureTrend,summaries_1_metric_tempAvg,summaries_1_metric_tempHigh,summaries_1_metric_tempLow,summaries_1_qcStatus,summaries_2_epoch,summaries_2_humidityAvg,summaries_2_humidityHigh,summaries_2_humidityLow,summaries_2_lat,summaries_2_lon,summaries_2_metric_heatindexAvg,summaries_2_metric_heatindexHigh,summaries_2_metric_heatindexLow,summaries_2_metric_pressureMax,summaries_2_metric_pressureMin,summaries_2_metric_pressureTrend,summaries_2_metric_tempAvg,summaries_2_metric_tempHigh,summaries_2_metric_tempLow,summaries_2_qcStatus,summaries_3_epoch,summaries_3_humidityAvg,summaries_3_humidityHigh,summaries_3_humidityLow,summaries_3_lat,summaries_3_lon,summaries_3_metric_heatindexAvg,summaries_3_metric_heatindexHigh,summaries_3_metric_heatindexLow,summaries_3_metric_pressureMax,summaries_3_metric_pressureMin,summaries_3_metric_pressureTrend,summaries_3_metric_tempAvg,summaries_3_metric_tempHigh,summaries_3_metric_tempLow,summaries_3_qcStatus,summaries_4_epoch,summaries_4_humidityAvg,summaries_4_humidityHigh,summaries_4_humidityLow,summaries_4_lat,summaries_4_lon,summaries_4_metric_heatindexAvg,summaries_4_metric_heatindexHigh,summaries_4_metric_heatindexLow,summaries_4_metric_pressureMax,summaries_4_metric_pressureMin,summaries_4_metric_pressureTrend,summaries_4_metric_tempAvg,summaries_4_metric_tempHigh,summaries_4_metric_tempLow,summaries_4_qcStatus,summaries_5_epoch,summaries_5_humidityAvg,summaries_5_humidityHigh,summaries_5_humidityLow,summaries_5_lat,summaries_5_lon,summaries_5_metric_heatindexAvg,summaries_5_metric_heatindexHigh,summaries_5_metric_heatindexLow,summaries_5_metric_pressureMax,summaries_5_metric_pressureMin,summaries_5_metric_pressureTrend,summaries_5_metric_tempAvg,summaries_5_metric_tempHigh,summaries_5_metric_tempLow,summaries_5_qcStatus,summaries_6_epoch,summaries_6_humidityAvg,summaries_6_humidityHigh,summaries_6_humidityLow,summaries_6_lat,summaries_6_lon,summaries_6_metric_heatindexAvg,summaries_6_metric_heatindexHigh,summaries_6_metric_heatindexLow,summaries_6_metric_pressureMax,summaries_6_metric_pressureMin,summaries_6_metric_pressureTrend,summaries_6_metric_tempAvg,summaries_6_metric_tempHigh,summaries_6_metric_tempLow,summaries_6_qcStatus,url
wunder_seven_day,2022-02-08T18:00:00Z,ip-172-31-46-198,1643838420,99,100,100,40.271915,21.779202,1,4,-1,931.65,927.86,0.09,1,4,-1,-1,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644328819,90,100,62,40.271915,21.779202,2,7,-1,940.14,930.35,0.61,2,7,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-08T19:00:00Z,ip-172-31-46-198,1643838420,99,100,100,40.271915,21.779202,1,4,-1,931.65,927.86,0.09,1,4,-1,-1,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644344419,90,100,62,40.271915,21.779202,2,7,-1,944.54,930.35,0.7,2,7,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-08T20:00:00Z,ip-172-31-46-198,1643838420,99,100,100,40.271915,21.779202,1,4,-1,931.65,927.86,0.09,1,4,-1,-1,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644349218,89,100,62,40.271915,21.779202,2,7,-1,945.64,930.35,0.71,2,7,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-08T21:00:00Z,ip-172-31-46-198,1643838420,99,100,100,40.271915,21.779202,1,4,-1,931.65,927.86,0.09,1,4,-1,-1,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644352818,88,100,62,40.271915,21.779202,2,7,-1,946.04,930.35,0.69,2,7,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-08T22:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,,,,,,,,,,,,,,,,,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-08T23:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644360018,81,82,81,40.271915,21.779202,1,1,1,946.94,946.64,0.3,1,1,1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T00:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644363618,80,82,80,40.271915,21.779202,1,1,0,946.94,946.64,0.18,1,1,0,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T01:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644367219,85,95,80,40.271915,21.779202,0,1,-1,947.74,946.64,0.41,0,1,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T02:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644370823,88,100,80,40.271915,21.779202,0,1,-1,947.84,946.64,0.19,0,1,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T03:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644374425,88,100,80,40.271915,21.779202,0,1,-1,947.84,946.64,0.15,0,1,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
