name,time,ApparentTemperature_Imperial_UnitType,ApparentTemperature_Imperial_Value,ApparentTemperature_Metric_UnitType,ApparentTemperature_Metric_Value,Ceiling_Imperial_UnitType,Ceiling_Imperial_Value,Ceiling_Metric_UnitType,Ceiling_Metric_Value,CloudCover,DewPoint_Imperial_UnitType,DewPoint_Imperial_Value,DewPoint_Metric_UnitType,DewPoint_Metric_Value,EpochTime,IndoorRelativeHumidity,Past24HourTemperatureDeparture_Imperial_UnitType,Past24HourTemperatureDeparture_Imperial_Value,Past24HourTemperatureDeparture_Metric_UnitType,Past24HourTemperatureDeparture_Metric_Value,Precip1hr_Imperial_UnitType,Precip1hr_Imperial_Value,Precip1hr_Metric_UnitType,Precip1hr_Metric_Value,PrecipitationSummary_Past12Hours_Imperial_UnitType,PrecipitationSummary_Past12Hours_Imperial_Value,PrecipitationSummary_Past12Hours_Metric_UnitType,PrecipitationSummary_Past12Hours_Metric_Value,PrecipitationSummary_Past18Hours_Imperial_UnitType,PrecipitationSummary_Past18Hours_Imperial_Value,PrecipitationSummary_Past18Hours_Metric_UnitType,PrecipitationSummary_Past18Hours_Metric_Value,PrecipitationSummary_Past24Hours_Imperial_UnitType,PrecipitationSummary_Past24Hours_Imperial_Value,PrecipitationSummary_Past24Hours_Metric_UnitType,PrecipitationSummary_Past24Hours_Metric_Value,PrecipitationSummary_Past3Hours_Imperial_UnitType,PrecipitationSummary_Past3Hours_Imperial_Value,PrecipitationSummary_Past3Hours_Metric_UnitType,PrecipitationSummary_Past3Hours_Metric_Value,PrecipitationSummary_Past6Hours_Imperial_UnitType,PrecipitationSummary_Past6Hours_Imperial_Value,PrecipitationSummary_Past6Hours_Metric_UnitType,PrecipitationSummary_Past6Hours_Metric_Value,PrecipitationSummary_Past9Hours_Imperial_UnitType,PrecipitationSummary_Past9Hours_Imperial_Value,PrecipitationSummary_Past9Hours_Metric_UnitType,PrecipitationSummary_Past9Hours_Metric_Value,PrecipitationSummary_PastHour_Imperial_UnitType,PrecipitationSummary_PastHour_Imperial_Value,PrecipitationSummary_PastHour_Metric_UnitType,PrecipitationSummary_PastHour_Metric_Value,PrecipitationSummary_Precipitation_Imperial_UnitType,PrecipitationSummary_Precipitation_Imperial_Value,PrecipitationSummary_Precipitation_Metric_UnitType,PrecipitationSummary_Precipitation_Metric_Value,Pressure_Imperial_UnitType,Pressure_Imperial_Value,Pressure_Metric_UnitType,Pressure_Metric_Value,RealFeelTemperatureShade_Imperial_UnitType,RealFeelTemperatureShade_Imperial_Value,RealFeelTemperatureShade_Metric_UnitType,RealFeelTemperatureShade_Metric_Value,RealFeelTemperature_Imperial_UnitType,RealFeelTemperature_Imperial_Value,RealFeelTemperature_Metric_UnitType,RealFeelTemperature_Metric_Value,RelativeHumidity,TemperatureSummary_Past12HourRange_Maximum_Imperial_UnitType,TemperatureSummary_Past12HourRange_Maximum_Imperial_Value,TemperatureSummary_Past12HourRange_Maximum_Metric_UnitType,TemperatureSummary_Past12HourRange_Maximum_Metric_Value,TemperatureSummary_Past12HourRange_Minimum_Imperial_UnitType,TemperatureSummary_Past12HourRange_Minimum_Imperial_Value,TemperatureSummary_Past12HourRange_Minimum_Metric_UnitType,TemperatureSummary_Past12HourRange_Minimum_Metric_Value,TemperatureSummary_Past24HourRange_Maximum_Imperial_UnitType,TemperatureSummary_Past24HourRange_Maximum_Imperial_Value,TemperatureSummary_Past24HourRange_Maximum_Metric_UnitType,TemperatureSummary_Past24HourRange_Maximum_Metric_Value,TemperatureSummary_Past24HourRange_Minimum_Imperial_UnitType,TemperatureSummary_Past24HourRange_Minimum_Imperial_Value,TemperatureSummary_Past24HourRange_Minimum_Metric_UnitType,TemperatureSummary_Past24HourRange_Minimum_Metric_Value,TemperatureSummary_Past6HourRange_Maximum_Imperial_UnitType,TemperatureSummary_Past6HourRange_Maximum_Imperial_Value,TemperatureSummary_Past6HourRange_Maximum_Metric_UnitType,TemperatureSummary_Past6HourRange_Maximum_Metric_Value,TemperatureSummary_Past6HourRange_Minimum_Imperial_UnitType,TemperatureSummary_Past6HourRange_Minimum_Imperial_Value,TemperatureSummary_Past6HourRange_Minimum_Metric_UnitType,TemperatureSummary_Past6HourRange_Minimum_Metric_Value,Temperature_Imperial_UnitType,Temperature_Imperial_Value,Temperature_Metric_UnitType,Temperature_Metric_Value,UVIndex,Visibility_Imperial_UnitType,Visibility_Imperial_Value,Visibility_Metric_UnitType,Visibility_Metric_Value,WeatherIcon,WetBulbTemperature_Imperial_UnitType,WetBulbTemperature_Imperial_Value,WetBulbTemperature_Metric_UnitType,WetBulbTemperature_Metric_Value,WindChillTemperature_Imperial_UnitType,WindChillTemperature_Imperial_Value,WindChillTemperature_Metric_UnitType,WindChillTemperature_Metric_Value,WindGust_Speed_Imperial_UnitType,WindGust_Speed_Imperial_Value,WindGust_Speed_Metric_UnitType,WindGust_Speed_Metric_Value,Wind_Direction_Degrees,Wind_Speed_Imperial_UnitType,Wind_Speed_Imperial_Value,Wind_Speed_Metric_UnitType,Wind_Speed_Metric_Value,host,url
accu_current,2022-01-18T23:00:00Z,18,28,17,-2.2,0,33400,5,10180,10,18,14,17,-10,1642546620,27,18,-6,17,-3.3,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.39,14,1029,18,22,17,-5.3,18,22,17,-5.3,54,18,41,17,5,18,28,17,-2.2,18,41,17,5,18,28,17,-2.2,18,34,17,1.3,18,28,17,-2.2,18,28,17,-2.2,0,2,10,6,16.1,33,18,24,17,-4.5,18,21,17,-6.1,9,6.9,7,11.1,338,9,6.9,7,11.1,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T00:00:00Z,18,28,17,-2.2,0,33300,5,10150,76,18,12,17,-11.1,1642550220,25,18,-4,17,-2.2,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.39,14,1029,18,19,17,-7.2,18,19,17,-7.2,50,18,41,17,5,18,28,17,-2.4,18,41,17,5,18,28,17,-2.4,18,34,17,0.8,18,28,17,-2.4,18,28,17,-2.2,0,2,10,6,16.1,38,18,23,17,-4.8,18,19,17,-7.2,9,9.2,7,14.8,338,9,9.2,7,14.8,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T01:00:00Z,18,28,17,-2.2,0,33400,5,10180,50,18,14,17,-10,1642553820,27,18,-6,17,-3.3,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,21,17,-6.3,18,21,17,-6.3,54,18,41,17,5,18,27,17,-2.8,18,41,17,5,18,27,17,-2.8,18,31,17,-0.5,18,27,17,-2.8,18,28,17,-2.2,0,2,10,6,16.1,35,18,24,17,-4.5,18,20,17,-6.7,9,8.1,7,13,338,9,8.1,7,13,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T02:00:00Z,18,28,17,-2.2,0,33300,5,10150,31,18,12,17,-11.1,1642557420,25,18,-6,17,-3.3,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,19,17,-7.2,18,19,17,-7.2,50,18,41,17,4.9,18,27,17,-3,18,41,17,5,18,27,17,-3,18,30,17,-1.4,18,27,17,-3,18,28,17,-2.2,0,2,10,6,16.1,35,18,23,17,-4.7,18,19,17,-7.2,9,9.2,7,14.8,338,9,9.2,7,14.8,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T03:00:00Z,18,28,17,-2.2,0,33400,5,10180,30,18,12,17,-11.1,1642561020,25,18,-4,17,-2.2,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.39,14,1029,18,21,17,-6.3,18,21,17,-6.3,50,18,39,17,4.2,18,26,17,-3.2,18,41,17,5,18,26,17,-3.2,18,28,17,-2,18,26,17,-3.2,18,28,17,-2.2,0,2,10,6,16.1,34,18,23,17,-4.8,18,20,17,-6.7,9,8.1,7,13,338,9,8.1,7,13,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T04:00:00Z,18,28,17,-2.2,0,33300,5,10150,11,18,12,17,-11.1,1642564620,25,18,-4,17,-2.2,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,19,17,-7.2,18,19,17,-7.2,50,18,36,17,2.4,18,26,17,-3.3,18,41,17,5,18,26,17,-3.3,18,28,17,-2,18,26,17,-3.3,18,28,17,-2.2,0,2,10,6,16.1,34,18,23,17,-4.7,18,19,17,-7.2,9,9.2,7,14.8,0,9,9.2,7,14.8,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T05:00:00Z,18,28,17,-2.2,0,33400,5,10180,11,18,10,17,-12.2,1642568220,24,18,-4,17,-2.2,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,21,17,-6.3,18,21,17,-6.3,46,18,34,17,1.3,18,26,17,-3.4,18,41,17,5,18,26,17,-3.4,18,28,17,-2.2,18,26,17,-3.4,18,28,17,-2.2,0,2,10,6,16.1,34,18,23,17,-5,18,20,17,-6.7,9,8.1,7,13,338,9,8.1,7,13,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T06:00:01Z,18,25,17,-3.9,0,33300,5,10150,10,18,10,17,-12.2,1642571820,24,18,-9,17,-5,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,24,17,-4.7,18,24,17,-4.7,54,18,34,17,0.8,18,25,17,-3.9,18,41,17,5,18,25,17,-3.9,18,27,17,-2.8,18,25,17,-3.9,18,25,17,-3.9,0,2,10,6,16.1,1,18,21,17,-6.1,18,19,17,-7.2,9,4.6,7,7.4,225,9,4.6,7,7.4,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T07:00:00Z,18,23,17,-5,0,33400,5,10180,11,18,10,17,-12.2,1642575420,24,18,-11,17,-6.1,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,31,17,-0.6,18,31,17,-0.6,58,18,31,17,-0.5,18,23,17,-5,18,41,17,5,18,22,17,-5.3,18,27,17,-3,18,23,17,-5,18,23,17,-5,1,2,10,6,16.1,2,18,20,17,-6.9,18,23,17,-5,9,0,7,0,0,9,0,7,0,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T08:00:00Z,18,28,17,-2.2,0,30000,5,9144,0,18,12,17,-11.1,1642579020,25,18,-6,17,-3.3,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.45,14,1031,18,34,17,0.9,18,37,17,2.7,50,18,30,17,-1.4,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,28,17,-2.2,18,26,17,-3.5,18,28,17,-2.2,1,2,10,6,16.1,1,18,23,17,-4.7,18,28,17,-2.2,9,0,7,0,0,9,0,7,0,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T09:00:00Z,18,32,17,0,0,34000,5,10363,0,18,10,17,-12.2,1642582620,24,18,-5,17,-2.8,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.45,14,1031,18,25,17,-3.8,18,29,17,-1.7,40,18,32,17,0,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,32,17,0,18,26,17,-3.5,18,32,17,0,2,2,10,6,16.1,1,18,26,17,-3.5,18,25,17,-3.9,9,8.1,7,13,0,9,8.1,7,13,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T10:00:01Z,18,34,17,1.1,0,33000,5,10058,0,18,12,17,-11.1,1642586220,25,18,-5,17,-2.8,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.45,14,1031,18,22,17,-5.7,18,25,17,-3.8,40,18,34,17,1.1,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,34,17,1.1,18,26,17,-3.5,18,34,17,1.1,2,2,10,6,16.1,1,18,27,17,-2.6,18,25,17,-3.9,9,13.8,7,22.2,338,9,13.8,7,22.2,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
